# mapping_set_id: https://w3id.org/monarch-initiative/rare-disease-identification/mappings/mondo_icd10cm_grouping_mendelian
# mapping_set_title: MONDO to ICD-10-CM broad and narrow matches recovered from Mendelian's first-pass worksheet
# mapping_set_version: '2026-09-17'
# mapping_set_description: 'Non-exact ICD-10-CM mappings for rare diseases the classification does not name. Each broadMatch subject was searched in ICD-10-CM under its Mondo label and every exact synonym with no result, so no exact mapping is available and the grouping rubric is the only truthful target. The narrowMatch rows are the converse case: ICD-10-CM subdivides the disease without offering a code for the whole. This set exists because Mondo carries 79 broadMatch mappings to ICD-10-CM against 2,038 exactMatch, which leaves every disease in this file invisible to any value set derived from Mondo. The non-standard `grouping_basis` column records why each broad mapping is defensible: `subsumption` where the ICD rubric is a genuine superclass, `icd_index` where ICD''s own inclusion terms assign the disease to the code, and `residual_bucket` where the rubric is an ''other specified'' wastebasket and the row records where a coder puts the patient rather than what the code means. Only the first two are class relationships; the four `residual_bucket` rows are ascertainment heuristics and a curator may reasonably decline them. These mappings are deliberately lossy and must stay separable from exact ones: pulling a patient cohort on one of these codes pulls a population far larger than the disease.'
# comment: 'Derived from ''Mendelian''s First Pass ICD-10 Priorities - Mar 2026'' (XLSX), a hand-built worksheet of 75 ICD-10-CM codes selected as EHR ascertainment handles, each annotated with the Mondo disease it stands for and marked ''Specific disease'' or ''Cluster''. The worksheet does not pin a Mondo version. Reconciliation against Mondo releases/2026-09-01 and ICD-10-CM FY2026, and the per-row comments, are ours. Patient counts quoted in comments are the worksheet''s own, from UNC Health via TriNetX, rounded to the nearest 10: single-site, and a signal rather than a prevalence estimate. NATURE OF THIS SET: proposals for curator review, not curated assertions. See background/mendelian-icd10-first-pass-interpretation.md and background/mendelian-xlsx-gap-analysis.html in monarch-initiative/rare-disease-identification.'
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_provider: https://github.com/monarch-initiative/rare-disease-identification
# mapping_tool: rdi-mendelian-worksheet-reconciliation
# mapping_date: '2026-09-17'
# subject_source: infores:mondo
# subject_source_version: releases/2026-09-01
# object_source: infores:icd10cm
# object_source_version: FY2026
# subject_type: owl class
# object_type: owl class
# curie_map:
#   ICD10CM: http://purl.bioontology.org/ontology/ICD10CM/
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   biolink: https://w3id.org/biolink/vocab/
#   infores: https://w3id.org/information-resource-registry/
#   maprule: https://w3id.org/mondo/mapping-rules/
#   oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
subject_id	subject_label	subject_category	predicate_id	object_id	object_label	object_category	mapping_justification	subject_type	object_type	subject_match_field	object_match_field	match_string	subject_preprocessing	mapping_date	mapping_tool	confidence	curation_rule_text	grouping_basis	comment	issue_tracker_item
MONDO:0016367	dermatomyositis	biolink:Disease	skos:narrowMatch	ICD10CM:M33.0	Juvenile dermatomyositis	biolink:Disease	semapv:ManualMappingCuration	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.95	maprule:SC-005 target finer than subject | maprule:PR-002 object is a subclass		CORRECTION. Mondo asserts M33 Dermatopolymyositis as an exactMatch on this term, but M33 subdivides into M33.0x juvenile dermatomyositis, M33.1x other dermatomyositis, M33.2x polymyositis and M33.9x dermatopolymyositis unspecified. Polymyositis is a distinct disease with its own Mondo class, so M33 is broader than dermatomyositis and a value set built from it pulls polymyositis patients. M33.0 and M33.1 are the dermatomyositis half. M33.9 is a judgement call: it is the unspecified overlap and may belong here in practice. The existing M33 mapping needs retracting, which SSSOM cannot express.	
MONDO:0016367	dermatomyositis	biolink:Disease	skos:narrowMatch	ICD10CM:M33.1	Other dermatomyositis	biolink:Disease	semapv:ManualMappingCuration	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.95	maprule:SC-005 target finer than subject | maprule:PR-002 object is a subclass		CORRECTION. Mondo asserts M33 Dermatopolymyositis as an exactMatch on this term, but M33 subdivides into M33.0x juvenile dermatomyositis, M33.1x other dermatomyositis, M33.2x polymyositis and M33.9x dermatopolymyositis unspecified. Polymyositis is a distinct disease with its own Mondo class, so M33 is broader than dermatomyositis and a value set built from it pulls polymyositis patients. M33.0 and M33.1 are the dermatomyositis half. M33.9 is a judgement call: it is the unspecified overlap and may belong here in practice. The existing M33 mapping needs retracting, which SSSOM cannot express.	
MONDO:0011382	sickle cell disease	biolink:Disease	skos:narrowMatch	ICD10CM:D57.0	Hb-SS disease with crisis	biolink:Disease	semapv:ManualMappingCuration	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.95	maprule:SC-005 target finer than subject | maprule:PR-002 object is a subclass		ICD-10-CM subdivides sickle cell disorders by genotype and crisis status across D57.0 (Hb-SS with crisis), D57.1 (without crisis), D57.2 (Hb-SC), D57.4 (sickle-cell thalassemia) and D57.8 (other), with no code for the disease as a whole: the D57 category also contains D57.3 sickle-cell trait, a carrier state rather than the disease, so D57 itself is broader. D57.2 is reached through the Mondo child MONDO:0016669 and is not repeated here; D57.4 is asserted directly because MONDO:0016668 is not currently a Mondo descendant of this term. D57.3 is deliberately excluded. Mondo today maps this term to D57.2 alone, which yields a value set of seven Hb-SC leaves and misses Hb-SS disease, the commonest form.	
MONDO:0011382	sickle cell disease	biolink:Disease	skos:narrowMatch	ICD10CM:D57.1	Sickle-cell disease without crisis	biolink:Disease	semapv:ManualMappingCuration	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.95	maprule:SC-005 target finer than subject | maprule:PR-002 object is a subclass		ICD-10-CM subdivides sickle cell disorders by genotype and crisis status across D57.0 (Hb-SS with crisis), D57.1 (without crisis), D57.2 (Hb-SC), D57.4 (sickle-cell thalassemia) and D57.8 (other), with no code for the disease as a whole: the D57 category also contains D57.3 sickle-cell trait, a carrier state rather than the disease, so D57 itself is broader. D57.2 is reached through the Mondo child MONDO:0016669 and is not repeated here; D57.4 is asserted directly because MONDO:0016668 is not currently a Mondo descendant of this term. D57.3 is deliberately excluded. Mondo today maps this term to D57.2 alone, which yields a value set of seven Hb-SC leaves and misses Hb-SS disease, the commonest form.	
MONDO:0011382	sickle cell disease	biolink:Disease	skos:narrowMatch	ICD10CM:D57.4	Sickle-cell thalassemia	biolink:Disease	semapv:ManualMappingCuration	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.95	maprule:SC-005 target finer than subject | maprule:PR-002 object is a subclass		ICD-10-CM subdivides sickle cell disorders by genotype and crisis status across D57.0 (Hb-SS with crisis), D57.1 (without crisis), D57.2 (Hb-SC), D57.4 (sickle-cell thalassemia) and D57.8 (other), with no code for the disease as a whole: the D57 category also contains D57.3 sickle-cell trait, a carrier state rather than the disease, so D57 itself is broader. D57.2 is reached through the Mondo child MONDO:0016669 and is not repeated here; D57.4 is asserted directly because MONDO:0016668 is not currently a Mondo descendant of this term. D57.3 is deliberately excluded. Mondo today maps this term to D57.2 alone, which yields a value set of seven Hb-SC leaves and misses Hb-SS disease, the commonest form.	
MONDO:0011382	sickle cell disease	biolink:Disease	skos:narrowMatch	ICD10CM:D57.8	Other sickle-cell disorders	biolink:Disease	semapv:ManualMappingCuration	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.95	maprule:SC-005 target finer than subject | maprule:PR-002 object is a subclass		ICD-10-CM subdivides sickle cell disorders by genotype and crisis status across D57.0 (Hb-SS with crisis), D57.1 (without crisis), D57.2 (Hb-SC), D57.4 (sickle-cell thalassemia) and D57.8 (other), with no code for the disease as a whole: the D57 category also contains D57.3 sickle-cell trait, a carrier state rather than the disease, so D57 itself is broader. D57.2 is reached through the Mondo child MONDO:0016669 and is not repeated here; D57.4 is asserted directly because MONDO:0016668 is not currently a Mondo descendant of this term. D57.3 is deliberately excluded. Mondo today maps this term to D57.2 alone, which yields a value set of seven Hb-SC leaves and misses Hb-SS disease, the commonest form.	
MONDO:0018071	trisomy 18	biolink:Disease	skos:narrowMatch	ICD10CM:Q91.0	Trisomy 18, nonmosaicism (meiotic nondisjunction)	biolink:Disease	semapv:ManualMappingCuration	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.95	maprule:SC-005 target finer than subject | maprule:PR-002 object is a subclass		ICD-10-CM splits trisomy 18 across Q91.0-Q91.3 by mechanism and offers no code for the disease as a whole, so each code is narrower than the Mondo term. The worksheet targets the Q91 category, which carries trisomy 18 and trisomy 13 together under one patient count; Q91.0-Q91.3 versus Q91.4-Q91.7 separates them at no cost.	
MONDO:0018071	trisomy 18	biolink:Disease	skos:narrowMatch	ICD10CM:Q91.1	Trisomy 18, mosaicism (mitotic nondisjunction)	biolink:Disease	semapv:ManualMappingCuration	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.95	maprule:SC-005 target finer than subject | maprule:PR-002 object is a subclass		ICD-10-CM splits trisomy 18 across Q91.0-Q91.3 by mechanism and offers no code for the disease as a whole, so each code is narrower than the Mondo term. The worksheet targets the Q91 category, which carries trisomy 18 and trisomy 13 together under one patient count; Q91.0-Q91.3 versus Q91.4-Q91.7 separates them at no cost.	
MONDO:0018071	trisomy 18	biolink:Disease	skos:narrowMatch	ICD10CM:Q91.2	Trisomy 18, translocation	biolink:Disease	semapv:ManualMappingCuration	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.95	maprule:SC-005 target finer than subject | maprule:PR-002 object is a subclass		ICD-10-CM splits trisomy 18 across Q91.0-Q91.3 by mechanism and offers no code for the disease as a whole, so each code is narrower than the Mondo term. The worksheet targets the Q91 category, which carries trisomy 18 and trisomy 13 together under one patient count; Q91.0-Q91.3 versus Q91.4-Q91.7 separates them at no cost.	
MONDO:0018071	trisomy 18	biolink:Disease	skos:narrowMatch	ICD10CM:Q91.3	Trisomy 18, unspecified	biolink:Disease	semapv:ManualMappingCuration	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.95	maprule:SC-005 target finer than subject | maprule:PR-002 object is a subclass		ICD-10-CM splits trisomy 18 across Q91.0-Q91.3 by mechanism and offers no code for the disease as a whole, so each code is narrower than the Mondo term. The worksheet targets the Q91 category, which carries trisomy 18 and trisomy 13 together under one patient count; Q91.0-Q91.3 versus Q91.4-Q91.7 separates them at no cost.	
MONDO:0018068	trisomy 13	biolink:Disease	skos:narrowMatch	ICD10CM:Q91.4	Trisomy 13, nonmosaicism (meiotic nondisjunction)	biolink:Disease	semapv:ManualMappingCuration	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.95	maprule:SC-005 target finer than subject | maprule:PR-002 object is a subclass		ICD-10-CM splits trisomy 13 across Q91.4-Q91.7 by mechanism and offers no code for the disease as a whole, so each code is narrower than the Mondo term. The worksheet targets the Q91 category, which carries trisomy 18 and trisomy 13 together under one patient count; Q91.0-Q91.3 versus Q91.4-Q91.7 separates them at no cost.	
MONDO:0018068	trisomy 13	biolink:Disease	skos:narrowMatch	ICD10CM:Q91.5	Trisomy 13, mosaicism (mitotic nondisjunction)	biolink:Disease	semapv:ManualMappingCuration	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.95	maprule:SC-005 target finer than subject | maprule:PR-002 object is a subclass		ICD-10-CM splits trisomy 13 across Q91.4-Q91.7 by mechanism and offers no code for the disease as a whole, so each code is narrower than the Mondo term. The worksheet targets the Q91 category, which carries trisomy 18 and trisomy 13 together under one patient count; Q91.0-Q91.3 versus Q91.4-Q91.7 separates them at no cost.	
MONDO:0018068	trisomy 13	biolink:Disease	skos:narrowMatch	ICD10CM:Q91.6	Trisomy 13, translocation	biolink:Disease	semapv:ManualMappingCuration	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.95	maprule:SC-005 target finer than subject | maprule:PR-002 object is a subclass		ICD-10-CM splits trisomy 13 across Q91.4-Q91.7 by mechanism and offers no code for the disease as a whole, so each code is narrower than the Mondo term. The worksheet targets the Q91 category, which carries trisomy 18 and trisomy 13 together under one patient count; Q91.0-Q91.3 versus Q91.4-Q91.7 separates them at no cost.	
MONDO:0018068	trisomy 13	biolink:Disease	skos:narrowMatch	ICD10CM:Q91.7	Trisomy 13, unspecified	biolink:Disease	semapv:ManualMappingCuration	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.95	maprule:SC-005 target finer than subject | maprule:PR-002 object is a subclass		ICD-10-CM splits trisomy 13 across Q91.4-Q91.7 by mechanism and offers no code for the disease as a whole, so each code is narrower than the Mondo term. The worksheet targets the Q91 category, which carries trisomy 18 and trisomy 13 together under one patient count; Q91.0-Q91.3 versus Q91.4-Q91.7 separates them at no cost.	
MONDO:0018923	22q11.2 deletion syndrome	biolink:Disease	skos:narrowMatch	ICD10CM:D82.1	Di George's syndrome	biolink:Disease	semapv:ManualMappingCuration	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.95	maprule:SC-005 target finer than subject | maprule:PR-002 object is a subclass		ICD-10-CM records this deletion under two labels that survive from the era when DiGeorge and velocardiofacial syndrome were treated as separate entities. Neither code alone is the disease, so both are narrower than the Mondo term and a value set needs both. The worksheet targets only D82.1, so roughly the Q93.81 half of the cohort is attributed to the Q93 row instead.	
MONDO:0018923	22q11.2 deletion syndrome	biolink:Disease	skos:narrowMatch	ICD10CM:Q93.81	Velo-cardio-facial syndrome	biolink:Disease	semapv:ManualMappingCuration	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.95	maprule:SC-005 target finer than subject | maprule:PR-002 object is a subclass		ICD-10-CM records this deletion under two labels that survive from the era when DiGeorge and velocardiofacial syndrome were treated as separate entities. Neither code alone is the disease, so both are narrower than the Mondo term and a value set needs both. The worksheet targets only D82.1, so roughly the Q93.81 half of the cohort is attributed to the Q93 row instead.	
