# curie_map:
#   ICD10CM: http://purl.bioontology.org/ontology/ICD10CM/
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   infores: https://w3id.org/information-resource-registry/
#   owl: http://www.w3.org/2002/07/owl#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_set_id: https://w3id.org/monarch-initiative/rare-disease-identification/mappings/mondo_icd10cm_exactmatch
# mapping_set_version: 2026-09-12
# mapping_set_title: Prioritised rare disease list, MONDO to ICD-10-CM exact matches
# subject_source: infores:mondo
# object_source: infores:icd10cm
# comment: Exact matches only. Rows with object_id sssom:NoTermFound record a searched-and-not-found decision, not an absence of effort. semapv:CompositeMatching rows were adjudicated by an LLM over lexically retrieved candidates and carry the reason in `comment`; they are proposals for human review, not curated assertions.
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	confidence	subject_preprocessing	match_string	object_match_field	subject_type	object_type	comment
MONDO:0011897	leukodystrophy, hypomyelinating, 7, with or without oligodontia and/or hypogonadotropic hypogonadism	skos:exactMatch	ICD10CM:G11.5	Hypomyelination - hypogonadotropic hypogonadism - hypodontia	semapv:LexicalMatching	rdi-lexmatch	0.9800		4H syndrome	oio:hasExactSynonym	owl class	owl class	Lexical tier raw_exact on the Mondo synonym.
MONDO:0011972	ovarian hyperstimulation syndrome	skos:exactMatch	ICD10CM:N98.1	Hyperstimulation of ovaries	semapv:CompositeMatching	claude-opus-5	0.9000	agentic_review			owl class	owl class	ICD-10-CM N98.1 'Hyperstimulation of ovaries' is the rubric for ovarian hyperstimulation syndrome itself; the wording difference is ICD house style, not a difference in extension.
MONDO:0011996	chronic myelogenous leukemia, BCR-ABL1 positive	skos:exactMatch	ICD10CM:C92.1	Chronic myeloid leukemia, BCR/ABL-positive	semapv:CompositeMatching	claude-opus-5	0.9500	agentic_review			owl class	owl class	ICD-10-CM C92.1 'Chronic myeloid leukemia, BCR/ABL-positive' denotes the same disease as the Mondo term 'chronic myelogenous leukemia, BCR-ABL1 positive'; myeloid/myelogenous and BCR/ABL vs BCR-ABL1 are naming style only.
MONDO:0012455	Kleefstra syndrome	skos:exactMatch	ICD10CM:Q87.86	Kleefstra syndrome	semapv:LexicalMatching	rdi-lexmatch	1.0000		Kleefstra syndrome	rdfs:label	owl class	owl class	Lexical tier raw_exact on the Mondo label.
MONDO:0012905	hypomyelinating leukodystrophy 6	skos:exactMatch	ICD10CM:G23.3	Hypomyelination with atrophy of the basal ganglia and cerebellum	semapv:LexicalMatching	rdi-lexmatch	0.9800		H-ABC	oio:hasExactSynonym	owl class	owl class	Lexical tier raw_exact on the Mondo synonym.
MONDO:0012960	intellectual disability, autosomal dominant 5	skos:exactMatch	ICD10CM:F78.A1	SYNGAP1-related intellectual disability	semapv:CompositeMatching	claude-opus-5	0.8500	agentic_review			owl class	owl class	ICD-10-CM F78.A1 'SYNGAP1-related intellectual disability' denotes exactly MONDO:0012960, autosomal dominant intellectual disability 5, which is defined by SYNGAP1 haploinsufficiency.
MONDO:0013171	purine nucleoside phosphorylase deficiency	skos:exactMatch	ICD10CM:D81.5	Purine nucleoside phosphorylase [PNP] deficiency	semapv:LexicalMatching	rdi-lexmatch	1.0000	base_normalization	purine nucleoside phosphorylase deficiency	rdfs:label	owl class	owl class	Lexical tier normalized on the Mondo label.
MONDO:0013512	hemoglobin H disease	skos:exactMatch	ICD10CM:D56.0	Alpha thalassemia	semapv:LexicalMatching	rdi-lexmatch	1.0000	base_normalization	hemoglobin h disease	oio:hasExactSynonym	owl class	owl class	Lexical tier normalized on the Mondo label.
MONDO:0014306	deficiency of adenosine deaminase 2	skos:exactMatch	ICD10CM:D81.32	Adenosine deaminase 2 deficiency	semapv:LexicalMatching	rdi-lexmatch	0.9800		ADA2 deficiency	oio:hasExactSynonym	owl class	owl class	Lexical tier raw_exact on the Mondo synonym.
MONDO:0014392	developmental and epileptic encephalopathy, 25	skos:exactMatch	ICD10CM:E74.820	SLC13A5 Citrate Transporter Disorder	semapv:LexicalMatching	rdi-lexmatch	0.9800		SLC13A5 Citrate Transporter Disorder	rdfs:label	owl class	owl class	Lexical tier raw_exact on the Mondo synonym.
MONDO:0014773	cardiac anomalies - developmental delay - facial dysmorphism syndrome	skos:exactMatch	ICD10CM:Q87.85	MED13L syndrome	semapv:LexicalMatching	rdi-lexmatch	0.9800		Asadollahi-Rauch syndrome	oio:hasExactSynonym	owl class	owl class	Lexical tier raw_exact on the Mondo synonym.
MONDO:0015229	Bardet-Biedl syndrome	skos:exactMatch	ICD10CM:Q87.83	Bardet-Biedl syndrome	semapv:LexicalMatching	rdi-lexmatch	1.0000		Bardet-Biedl syndrome	rdfs:label	owl class	owl class	Lexical tier raw_exact on the Mondo label.
MONDO:0015253	Diamond-Blackfan anemia	skos:exactMatch	ICD10CM:D61.01	Constitutional (pure) red blood cell aplasia	semapv:CompositeMatching	claude-opus-5	0.7200	agentic_review			owl class	owl class	D61.01 'Constitutional (pure) red blood cell aplasia' is ICD's descriptive name for Blackfan-Diamond anemia, matching Mondo's own synonyms 'chronic constitutional pure red cell anemia' and 'congenital hypoplastic anemia'.
MONDO:0015397	craniofacial microsomia	skos:exactMatch	ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	semapv:LexicalMatching	rdi-lexmatch	0.9800		Goldenhar syndrome	oio:hasExactSynonym	owl class	owl class	Lexical tier raw_exact on the Mondo synonym.
MONDO:0015453	Cogan syndrome	skos:exactMatch	ICD10CM:H16.32	Diffuse interstitial keratitis	semapv:LexicalMatching	rdi-lexmatch	0.9700	base_normalization|add_possessive	cogan's syndrome	oio:hasExactSynonym	owl class	owl class	Lexical tier surgery on the Mondo label.
MONDO:0015626	Charcot-Marie-Tooth disease	skos:exactMatch	ICD10CM:G60.0	Hereditary motor and sensory neuropathy	semapv:LexicalMatching	rdi-lexmatch	1.0000		Charcot-Marie-Tooth disease	oio:hasExactSynonym	owl class	owl class	Lexical tier raw_exact on the Mondo label.
MONDO:0016168	cryopyrin-associated periodic syndrome	skos:exactMatch	ICD10CM:M04.2	Cryopyrin-associated periodic syndromes	semapv:CompositeMatching	claude-opus-5	0.9200	agentic_review			owl class	owl class	M04.2 'Cryopyrin-associated periodic syndromes' denotes the same NLRP3-associated autoinflammatory disease group as the Mondo term; the plural is ICD house style.
MONDO:0016486	beta-thalassemia major	skos:exactMatch	ICD10CM:D56.1	Beta thalassemia	semapv:LexicalMatching	rdi-lexmatch	0.9800	base_normalization	beta thalassemia major	oio:hasExactSynonym	owl class	owl class	Lexical tier normalized on the Mondo synonym.
MONDO:0017287	immunoglobulin G4-related sclerosing disease	skos:exactMatch	ICD10CM:D89.84	IgG4-related disease	semapv:LexicalMatching	rdi-lexmatch	0.9800		IgG4-related disease	rdfs:label	owl class	owl class	Lexical tier raw_exact on the Mondo synonym.
MONDO:0017314	Ehlers-Danlos syndrome, vascular type	skos:exactMatch	ICD10CM:Q79.63	Vascular Ehlers-Danlos syndrome	semapv:CompositeMatching	claude-opus-5	0.9500	agentic_review			owl class	owl class	Q79.63 'Vascular Ehlers-Danlos syndrome' denotes exactly the same COL3A1-related EDS subtype as the Mondo term 'Ehlers-Danlos syndrome, vascular type'.
MONDO:0017598	primary cutaneous anaplastic large cell lymphoma	skos:exactMatch	ICD10CM:C86.6	Primary cutaneous CD30-positive T-cell proliferations	semapv:LexicalMatching	rdi-lexmatch	1.0000	base_normalization	primary cutaneous anaplastic large cell lymphoma	oio:hasExactSynonym	owl class	owl class	Lexical tier normalized on the Mondo label.
MONDO:0017623	PTEN hamartoma tumor syndrome	skos:exactMatch	ICD10CM:Q85.81	PTEN hamartoma tumor syndrome	semapv:LexicalMatching	rdi-lexmatch	1.0000		PTEN hamartoma tumor syndrome	rdfs:label	owl class	owl class	Lexical tier raw_exact on the Mondo label.
MONDO:0017708	mevalonate kinase deficiency	skos:exactMatch	ICD10CM:M04.1	Periodic fever syndromes	semapv:LexicalMatching	rdi-lexmatch	1.0000	base_normalization	mevalonate kinase deficiency	oio:hasExactSynonym	owl class	owl class	Lexical tier normalized on the Mondo label.
MONDO:0017844	Sezary syndrome	skos:exactMatch	ICD10CM:C84.1	Sézary disease	semapv:LexicalMatching	rdi-lexmatch	0.9800	base_normalization	sezary disease	rdfs:label	owl class	owl class	Lexical tier normalized on the Mondo synonym.
MONDO:0018037	hyper-IgE syndrome	skos:exactMatch	ICD10CM:D82.4	Hyperimmunoglobulin E [IgE] syndrome	semapv:LexicalMatching	rdi-lexmatch	0.9800	base_normalization	hyperimmunoglobulin e syndrome	rdfs:label	owl class	owl class	Lexical tier normalized on the Mondo synonym.
MONDO:0018088	familial Mediterranean fever	skos:exactMatch	ICD10CM:M04.1	Periodic fever syndromes	semapv:LexicalMatching	rdi-lexmatch	1.0000	base_normalization	familial mediterranean fever	oio:hasExactSynonym	owl class	owl class	Lexical tier normalized on the Mondo label.
MONDO:0018097	infantile spasms	skos:exactMatch	ICD10CM:G40.82	Epileptic spasms	semapv:LexicalMatching	rdi-lexmatch	0.9800		West's syndrome	oio:hasExactSynonym	owl class	owl class	Lexical tier raw_exact on the Mondo synonym.
MONDO:0018432	lichen myxedematosus	skos:exactMatch	ICD10CM:L98.5	Mucinosis of the skin	semapv:LexicalMatching	rdi-lexmatch	1.0000	base_normalization	lichen myxedematosus	oio:hasExactSynonym	owl class	owl class	Lexical tier normalized on the Mondo label.
MONDO:0018479	congenital adrenal hyperplasia	skos:exactMatch	ICD10CM:E25.0	Congenital adrenogenital disorders associated with enzyme deficiency	semapv:LexicalMatching	rdi-lexmatch	1.0000	base_normalization	congenital adrenal hyperplasia	oio:hasExactSynonym	owl class	owl class	Lexical tier normalized on the Mondo label.
MONDO:0018544	adrenoleukodystrophy	skos:exactMatch	ICD10CM:E71.52	X-linked adrenoleukodystrophy	semapv:LexicalMatching	rdi-lexmatch	0.9800		X-linked adrenoleukodystrophy	rdfs:label	owl class	owl class	Lexical tier raw_exact on the Mondo synonym.
MONDO:0018555	hypogonadotropic hypogonadism	skos:exactMatch	ICD10CM:E23.0	Hypopituitarism	semapv:LexicalMatching	rdi-lexmatch	1.0000	base_normalization	hypogonadotropic hypogonadism	oio:hasExactSynonym	owl class	owl class	Lexical tier normalized on the Mondo label.
MONDO:0018646	sclerosing cholangitis	skos:exactMatch	ICD10CM:K83.01	Primary sclerosing cholangitis	semapv:LexicalMatching	rdi-lexmatch	0.9800		Primary sclerosing cholangitis	rdfs:label	owl class	owl class	Lexical tier raw_exact on the Mondo synonym.
MONDO:0018800	Kallmann syndrome	skos:exactMatch	ICD10CM:E23.0	Hypopituitarism	semapv:LexicalMatching	rdi-lexmatch	0.9700	base_normalization|add_possessive	kallmann's syndrome	oio:hasExactSynonym	owl class	owl class	Lexical tier surgery on the Mondo label.
MONDO:0018938	mucopolysaccharidosis type 4	skos:exactMatch	ICD10CM:E76.21	Morquio mucopolysaccharidoses	semapv:CompositeMatching	claude-opus-5	0.9200	agentic_review			owl class	owl class	E76.21 'Morquio mucopolysaccharidoses' is the non-residual parent rubric offered alongside the residual codes, and its extension is exactly MPS IV - it subdivides only into Morquio A (E76.210), Morquio B (E76.211) and subtype-unspecified (E76.219) - which is the same extension as the Mondo parent term mucopolysaccharidosis type 4.
MONDO:0019080	alopecia totalis	skos:exactMatch	ICD10CM:L63.0	Alopecia (capitis) totalis	semapv:CompositeMatching	claude-opus-5	0.9500	agentic_review			owl class	owl class	L63.0 'Alopecia (capitis) totalis' denotes exactly the same entity as alopecia totalis, complete scalp hair loss in alopecia areata.
MONDO:0019200	retinitis pigmentosa	skos:exactMatch	ICD10CM:H35.52	Pigmentary retinal dystrophy	semapv:LexicalMatching	rdi-lexmatch	1.0000	base_normalization	retinitis pigmentosa	oio:hasExactSynonym	owl class	owl class	Lexical tier normalized on the Mondo label.
MONDO:0019262	juvenile neuronal ceroid lipofuscinosis	skos:exactMatch	ICD10CM:E75.4	Neuronal ceroid lipofuscinosis	semapv:LexicalMatching	rdi-lexmatch	0.9800		Spielmeyer-Vogt disease	oio:hasExactSynonym	owl class	owl class	Lexical tier raw_exact on the Mondo synonym.
MONDO:0019349	Sotos syndrome	skos:exactMatch	ICD10CM:Q87.3	Congenital malformation syndromes involving early overgrowth	semapv:LexicalMatching	rdi-lexmatch	1.0000		Sotos syndrome	oio:hasExactSynonym	owl class	owl class	Lexical tier raw_exact on the Mondo label.
MONDO:0019391	Fanconi anemia	skos:exactMatch	ICD10CM:D61.03	Fanconi anemia	semapv:LexicalMatching	rdi-lexmatch	1.0000		Fanconi anemia	rdfs:label	owl class	owl class	Lexical tier raw_exact on the Mondo label.
MONDO:0019438	AL amyloidosis	skos:exactMatch	ICD10CM:E85.81	Light chain (AL) amyloidosis	semapv:CompositeMatching	claude-opus-5	0.9500	agentic_review			owl class	owl class	E85.81 'Light chain (AL) amyloidosis' denotes precisely AL/primary amyloidosis, the same disease concept.
MONDO:0019618	Sheehan syndrome	skos:exactMatch	ICD10CM:E23.0	Hypopituitarism	semapv:LexicalMatching	rdi-lexmatch	0.9800		Sheehan's syndrome	oio:hasExactSynonym	owl class	owl class	Lexical tier raw_exact on the Mondo synonym.
MONDO:0019804	congenital tracheomalacia	skos:exactMatch	ICD10CM:Q32.0	Congenital tracheomalacia	semapv:LexicalMatching	rdi-lexmatch	1.0000	base_normalization	congenital tracheomalacia	rdfs:label	owl class	owl class	Lexical tier normalized on the Mondo label.
MONDO:0019806	primary progressive aphasia	skos:exactMatch	ICD10CM:G31.01	Pick's disease	semapv:LexicalMatching	rdi-lexmatch	1.0000	base_normalization	primary progressive aphasia	oio:hasExactSynonym	owl class	owl class	Lexical tier normalized on the Mondo label.
MONDO:0020326	lymphomatoid papulosis	skos:exactMatch	ICD10CM:C86.6	Primary cutaneous CD30-positive T-cell proliferations	semapv:LexicalMatching	rdi-lexmatch	1.0000	base_normalization	lymphomatoid papulosis	oio:hasExactSynonym	owl class	owl class	Lexical tier normalized on the Mondo label.
MONDO:0020334	mast cell leukemia	skos:exactMatch	ICD10CM:C94.3	Mast cell leukemia	semapv:LexicalMatching	rdi-lexmatch	0.9800		Mast cell leukemia	rdfs:label	owl class	owl class	Lexical tier raw_exact on the Mondo synonym.
MONDO:0021001	hemochromatosis type 1	skos:exactMatch	ICD10CM:E83.11	Hemochromatosis	semapv:LexicalMatching	rdi-lexmatch	0.9800	base_normalization	hemochromatosis	rdfs:label	owl class	owl class	Lexical tier normalized on the Mondo synonym.
MONDO:0021055	classic familial adenomatous polyposis	skos:exactMatch	ICD10CM:D13.91	Familial adenomatous polyposis	semapv:LexicalMatching	rdi-lexmatch	0.9800	base_normalization	familial adenomatous polyposis	rdfs:label	owl class	owl class	Lexical tier normalized on the Mondo synonym.
MONDO:0024299	vitamin D-dependent rickets	skos:exactMatch	ICD10CM:E83.32	Hereditary vitamin D-dependent rickets (type 1) (type 2)	semapv:CompositeMatching	claude-opus-5	0.7000	agentic_review			owl class	owl class	E83.32 'Hereditary vitamin D-dependent rickets (type 1) (type 2)' enumerates exactly the two types that make up vitamin D-dependent rickets, so its extension matches the Mondo grouping.
MONDO:0044739	Stevens-Johnson syndrome/toxic epidermal necrolysis overlap syndrome	skos:exactMatch	ICD10CM:L51.3	Stevens-Johnson syndrome-toxic epidermal necrolysis overlap syndrome	semapv:CompositeMatching	claude-opus-5	0.9500	agentic_review			owl class	owl class	ICD-10-CM L51.3 'Stevens-Johnson syndrome-toxic epidermal necrolysis overlap syndrome' denotes exactly the same overlap entity as the Mondo term, with only punctuation differing.
MONDO:0044903	myelofibrosis	skos:exactMatch	ICD10CM:D75.81	Myelofibrosis	semapv:LexicalMatching	rdi-lexmatch	1.0000	base_normalization	myelofibrosis	rdfs:label	owl class	owl class	Lexical tier normalized on the Mondo label.
MONDO:0100039	CDKL5 disorder	skos:exactMatch	ICD10CM:G40.42	Cyclin-Dependent Kinase-Like 5 Deficiency Disorder	semapv:CompositeMatching	claude-opus-5	0.9200	agentic_review			owl class	owl class	ICD-10-CM G40.42 'Cyclin-Dependent Kinase-Like 5 Deficiency Disorder' is the spelled-out form of CDKL5 deficiency disorder and denotes the same disease as the Mondo term.
MONDO:0100249	46,XX testicular disorder of sex development	skos:exactMatch	ICD10CM:Q98.3	Other male with 46, XX karyotype	semapv:CompositeMatching	claude-opus-5	0.6000	agentic_review			owl class	owl class	Q98.3 'Other male with 46,XX karyotype' denotes exactly the 46,XX testicular DSD / XX male (de la Chapelle) phenotype, the word 'other' here distinguishing it from the Klinefelter codes in Q98 rather than marking a residual bucket, and the ovotesticular form is separately coded Q99.1.
MONDO:0100429	intrahepatic cholestasis of pregnancy	skos:exactMatch	ICD10CM:O26.64	Intrahepatic cholestasis of pregnancy	semapv:LexicalMatching	rdi-lexmatch	1.0000	base_normalization	intrahepatic cholestasis of pregnancy	rdfs:label	owl class	owl class	Lexical tier normalized on the Mondo label.
MONDO:0100605	POLR-related leukodystrophy	skos:exactMatch	ICD10CM:G11.5	Hypomyelination - hypogonadotropic hypogonadism - hypodontia	semapv:CompositeMatching	claude-opus-5	0.7500	agentic_review			owl class	owl class	G11.5 'Hypomyelination - hypogonadotropic hypogonadism - hypodontia' is the ICD-10-CM rubric for 4H leukodystrophy, which is the same entity as POLR-related leukodystrophy, the descriptive triad naming the same disease the Mondo term names by gene family.
MONDO:0800027	leukoencephalopathy, diffuse hereditary, with spheroids 1	skos:exactMatch	ICD10CM:G93.44	Adult-onset leukodystrophy with axonal spheroids	semapv:LexicalMatching	rdi-lexmatch	0.9800	base_normalization	adult-onset leukoencephalopathy with axonal spheroids and pigmented glia	oio:hasExactSynonym	owl class	owl class	Lexical tier normalized on the Mondo synonym.
MONDO:0800029	obsolete interstitial lung disease 2	skos:exactMatch	ICD10CM:J84.112	Idiopathic pulmonary fibrosis	semapv:LexicalMatching	rdi-lexmatch	0.9800	base_normalization	idiopathic pulmonary fibrosis	rdfs:label	owl class	owl class	Lexical tier normalized on the Mondo synonym.
